entity1,relationship,entity2
Quaithe,warns,Jorah
Jorah,is,Daenerys
Jorah,finds,Daenerys
Pyat,declares,Xaro
Pyat,urges,Daenerys
Lannister,beaten,Jaime
Lannister,states,Seven
Lannister,has,Rickard
Karstark,is,Northern
Arya,recalls,Harrenhal
Arya,recalls,Harrenhal
Daenerys,considers,House
Theon,sleeps,Winterfell
Jon,speaks,Ygritte
Catelyn,decides,Jaime
Theon,has,Winterfell
Queen,stands,King
Catelyn,is,Kingslayer
Inside,alsoEdit,North
Lands,is,Prince
North,is,Night
Stannis,uses,Ser
Arya,confides,Gendry
Stark,sends,Theon
Stark,continues,Yoren
Arya,asks,Gendry
Varys,discovers,Shae
Pycelle,relays,Night
Ros,struggles,Barra
Tyrion,has,Lord
Tyrion,has,Janos
Davos,recruits,Lysene
Seaworth,encourages,Lord
Davos,is,Stannis
Stannis,has,Melisandre
Melisandre,manages,Stannis
Greyjoy,travels,Iron
Balon,compares,Theon
Theon,warns,Lannisters
Balon,has,Lannisters
Daenerys,waits,Daenerys
Irri,believes,Rakharo
Tarly,rescues,Craster
Sam,takes,Jon
Jon,refuses,Lord
Irri,is,Rakharo
Rakharo,is,Irri
Irri,mourns,Dothraki
Slynt,is,Tywin
Tyrion,strip,Wall
Stannis,does,Shireen
Landing,receives,Night
Landing,is,Ser
Alliser,does,Great
Great,is,Castle
Night,Lands,Lands
Lands,is,Arya
Yoren,is,Gendry
Tyrion,has,Janos
Theon,arrives,Pyke
Pyke,learns,Lord
Gendry,knows,Arya
Tyrion,receives,Robb
Tyrion,learns,Night
Tyrion,has,Jaime
Lands,is,Prince
Theon,holds,Arya
Arya,calls,Jaqen
Robb,is,Stannis
Ygritte,brings,Jon
Bones,has,Qhorin
Ygritte,convinces,Jon
Qhorin,initiates,Jon
Jon,has,Sam
Mormont,advises,Daenerys
Qarth,has,Astapor
Theon,gives,Dagmer
Greyjoy,arrives,Winterfell
Winterfell,offers,Theon
Winterfell,is,North
Dagmer,tells,Theon
Luwin,urges,Bran
Baratheon,is,King
Stannis,tells,Davos
Davos,offers,Hand
Ros,is,Tyrion
Tyrion,is,Shae
Arya,gives,Jaqen
Lannister,is,King
Arya,pressures,Jaqen
Robb,learns,Catelyn
Stark,has,Ser
Catelyn,has,Brienne
Robb,plans,Winterfell
Robb,seeks,Lady
Theon,styles,Prince
Karstark,says,Faith
Talisa,is,Lannister
Talisa,explains,Robb
Stark,is,Robert
Talisa,is,Robb
Volantis,uses,Volantene
Talisa,slaves,Volantis
Winterfell,is,Jon
Tywin,leaves,Harrenhal
Arya,gives,Jaqen
Tyrion,makes,King
Qhorin,plans,Jon
Jaime,is,King
Catelyn,is,Jaime
Winterfell,is,Prince
Lands,is,Prince
Bones,is,Ghost
Stark,leads,Lannister
Oxcross,is,Robb
Dreadfort,argues,Lannister
Bolton,concedes,Lannister
Robb,refuses,Lannisters
Robb,sees,Lannister
Volantis,criticizes,Robb
Robb,does,Iron
Arya,is,Lannister
Lannister,is,Ser
Gendry,is,Lord
Lannister,arrives,Harrenhal
Tywin,is,Harrenhal
Tywin,notices,Arry
Baratheon,hears,Robb
Lannister,tells,Sansa
Joffrey,menaces,Sansa
Sansa,refuses,Joffrey
Annoyed,concedes,Sansa
Joffrey,sits,Iron
Iron,commands,Ser
Kingsguard,instructs,Trant
Meryn,punches,Sansa
Tyrion,turns,Joffrey
Sansa,is,Joffrey
Tyrion,points,Sansa
Joffrey,pleases,Tyrion
Meryn,tries,Tyrion
Tyrion,silences,Kingsguard
Tyrion,comforts,Sansa
Tyrion,has,Joffrey
Bronn,suggests,Tyrion
Tyrion,agrees,Joffrey
Tyrion,works,Lancel
Lancel,holds,Tyrion
Tyrion,calls,Imp
Tyrion,asks,Lancel
Tyrion,is,Lancel
Lancel,says,Cersei
Cersei,works,Tyrion
Tyrion,reeks,Cersei
Tyrion,enquires,Lancel
Lancel,falls,Cersei
Tyrion,asks,Cersei
Tyrion,instructs,Lancel
Cersei,does,Tyrion
Lancel,agrees,Cersei
Pycelle,does,Council
Renly,does,Lannisters
Lannisters,is,Lannisters
Stannis,is,Stannis
Stannis,despises,Littlefinger
Renly,is,Littlefinger
Littlefinger,has,Queen
Margaery,is,Sansa
Stark,believes,Renly
Renly,is,Renly
Baelish,meets,Catelyn
Discouraged,moves,Tyrion
Baelish,lies,Lannisters
Catelyn,insists,Robb
Baelish,brings,Silent
Catelyn,tells,Petyr
Baratheon,arrives,Renly
Stannis,has,Renly
Tyrell,wants,Stannis
Renly,scoffs,Stannis
Stannis,is,Catelyn
Catelyn,is,Renly
Stannis,offers,Renly
Renly,relinquishes,Stannis
Catelyn,reminds,Stannis
Stannis,is,Lannisters
Renly,makes,Stannis
Melisandre,warns,Lord
Renly,asks,Stannis
Davos,rows,Melisandre
Melisandre,gives,Ser
Daenerys,receives,Qarth
Qarth,is,Dragons
Qarth,is,Garden
Daenerys,swears,Qarth
Jorah,seems,Thirteen
Xaro,chooses,Daenerys
Jorah,tells,Daenerys
Daisy,cuts,Joffrey
Daenerys,is,Qarth
Qarth,is,Xaro
Catelyn,does,Littlefinger
Melisandre,is,Stannis
Stannis,happens,Stannis
Davos,has,Melisandre
Davos,is,Davos
Bones,is,Daenerys
Daenerys,meets,Pyat
Daenerys,is,Qarth
Tyrion,receives,Lancel
Lancel,is,Tyrion
Tyrion,knows,Lancel
Lancel,has,Queen
Tyrion,threatens,Joffrey
Catelyn,witnesses,Stannis
Stannis,tells,Renly
Joffrey,abuses,Sansa
Tyrion,puts,Joffrey
Davos,takes,Melisandre
Trant,threatens,Kingsguard
Stannis,is,Lady
Renly,denies,Dorne
Lands,is,Prince
Bronn,gives,Bran
Bran,helps,Stannis
Stannis,loses,Davos
Melisandre,presides,Lord
Seaworth,holds,Melisandre
Melisandre,is,Selyse
Selyse,is,Lord
Selyse,suggests,Melisandre
Stannis,does,Melisandre
Melisandre,does,Shireen
Seven,lies,Melisandre
Shireen,is,Faith
Snow,hunts,Theon
Ramsay,addresses,Reek
Bolton,arrives,Dreadfort
Ramsay,greets,Locke
Roose,wants,Ramsay
Theon,is,Roose
Roose,is,Ramsay
Ramsay,has,Theon
Roose,has,Warden
Ramsay,retorts,Balon
Roose,is,Ramsay
Ramsay,demonstrates,Reek
Ramsay,cajoles,Bran
Ramsay,heirs,House
Robb,taunts,Red
Reek,suggests,Jon
Ramsay,advocates,Jon
Jon,has,Stark
Jon,is,Night
Roose,gives,Ramsay
Bran,is,Meera
Reed,says,Bran
Bran,has,Hodor
Bran,sees,Black
Jaime,discloses,Tyrion
Jaime,is,Tyrion
Tyrion,needs,Lord
Jaime,waits,Tyrion
Bronn,gets,Jaime
Tyrion,finds,Varys
Varys,divulges,Shae
Shae,has,Cersei
Varys,is,Shae
Tyrion,says,Shae
Landing,is,Tywin
Tywin,has,Tyrion
Seven,wishes,Margaery
Tywin,is,Tyrion
Tyrion,commands,Tower
Tyrion,looks,Joffrey
Tyrion,presents,Grand
Kingsguard,presents,Valyrian
Tywin,is,Joffrey
Tyrion,is,Shae
Shae,is,Pentos
Shae,pleads,Tyrion
Tyrion,asks,Bronn
Tyrion,asks,Bronn
Bronn,knows,Varys
Margaery,takes,Great
Loras,leaves,Renly
Sansa,looks,Robb
Joffrey,suggests,Tyrion
Joffrey,pours,Tyrion
Sansa,hands,Tyrion
Tyrion,hands,Joffrey
Joffrey,hands,Margaery
Margaery,places,Olenna
Margaery,serves,Joffrey
Joffrey,commands,Tyrion
Tyrion,hands,Joffrey
Hollard,approaches,Sansa
Tyrion,is,Joffrey
Joffrey,is,Tyrion
Martyn,is,Tommen
Bolton,says,Theon
Balon,further,Greyjoy
Ramsay,is,Balon
Ramsay,presents,Theon
Roose,is,Ramsay
Stark,is,Winterfell
Dragonstone,waits,Stannis
Podrick,asks,Jaime
Bronn,accomplishes,Bronn
Baratheon,is,Dorne
Myrcella,is,Oberyn
Oberyn,is,Lannisters
Cersei,says,Sand
Ellaria,responds,Dorne
Cersei,'s,Sand
Sand,continues,Ellaria
Loras,marries,Cersei
Cersei,manages,Cersei
Bran,sees,Will
Will,is,Bran
Cersei,is,Eddard
Tarly,sees,Bran
Sons,Crows,Sam
Sam,kills,Walker
Sons,is,Bran
Bran,tries,Tower
Joffrey,uses,Valyrian
Olenna,removes,Sansa
Joffrey,demands,Tyrion
Tyrion,contemplates,Shae
Tywin,presents,King
Valyrian,is,Widow
Joffrey,hacks,Tyrion
Tyrell,offers,Sansa
Joffrey,commands,Tyrion
Joffrey,hummiliates,Tyrion
Joffrey,tells,Tyrion
Cersei,commands,Kingsguard
Sansa,escapes,Dontos
Baratheon,appoints,Roose
Cersei,is,Night
Theon,has,Ramsay
Bolton,introduces,Walda
Reek,stops,Ramsay
Reek,pauses,Ramsay
Snow,is,Castle
Ramsay,'s,Stark
Martell,is,Lady
Joffrey,walks,Tyrion
Tyrion,gives,Joffrey
Sansa,is,Joffrey
Tywin,is,Joffrey
Joffrey,turns,Margaery
Tyrion,is,Joffrey
King,meets,Westeros
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Snow,emerges,Wall
Wall,begins,Mance
Jon,is,Mance
Mance,is,Night
Mance,brings,Jon
Jon,confesses,Qhorin
Mance,asks,Ygritte
Mance,proposes,Jon
Mance,assures,Jon
Mance,asks,Jon
Mance,notes,Mag
Jon,notes,Grenn
Jon,proposes,Mance
Mance,counters,Night
Watch,arrows,Wall
Mance,calls,Jon
Mance,has,Wall
Mance,makes,Night
Mance,notices,Jon
Jon,is,Jon
Mance,is,Jon
Jon,is,Night
Mance,demands,Night
Watch,is,Jon
Jon,'s,Mance
Watch,does,Wall
Mance,throws,Castle
Mance,says,Free
Davos,asks,Night
Watch,is,Jon
Jon,knows,Stannis
Stannis,is,Eddard
Stannis,proclaims,Eddard
Eddard,asks,Jon
Jon,responds,Mance
Jon,urges,Stannis
Melisandre,looks,Snow
Black,is,Night
Samwell,aids,Aemon
Aemon,is,Jon
Jon,catches,Melisandre
Melisandre,seems,Jon
Jon,enters,Tormund
Tormund,asks,Maester
Jon,says,Aemon
Tormund,asks,Jon
Tormund,says,Ygritte
Tormund,implores,Jon
Jon,takes,Ygritte
Meera,begs,Jojen
Bran,calls,Bran
Hodor,begins,Summer
Jojen,is,Meera
Meera,says,Jojen
Meera,hesitates,Jojen
Meera,runs,Bran
Jojen,launches,Jojen
Bran,replies,First
Bran,is,Children
Westeros,faces,First
Meera,is,Raven
Raven,says,Jojen
Bran,does,Bran
Fennesz,approaches,High
Fennesz,explains,Master
Calla,admires,Daenerys
Daenerys,insists,Unsullied
Daenerys,says,Meereen
Selmy,warns,Daenerys
Drogon,has,Zalla
Daenerys,meets,Missandei
Worm,reports,Drogon
Pycelle,is,Qyburn
Qyburn,insists,Cersei
Pycelle,is,Qyburn
Gregor,dismisses,Pycelle
Qyburn,is,Pycelle
Qyburn,stands,Gregor
Qyburn,states,Cersei
Cersei,seems,Qyburn
Cersei,leaves,Qyburn
Qyburn,begins,Gregor
Cersei,approaches,Tywin
Tywin,insists,Ser
Loras,wants,Highgarden
Tywin,refuses,Cersei
Cersei,threatens,House
Tywin,seems,Cersei
Tywin,is,Cersei
Cersei,reveals,Jaime
Tywin,accuses,Cersei
Cersei,finds,Jaime
Tower,expresses,Tyrion
Cersei,asserts,Tyrion
Tyrion,is,Jaime
Jaime,has,Tyrion
Varys,has,Tyrion
King,sees,Tywin
Shae,is,Tywin
Tywin,calls,Tyrion
Tywin,seems,Tyrion
Tyrion,asks,Tyrion
Tyrion,has,Tywin
Tywin,insists,Tyrion
Tyrion,admits,Shae
Tyrion,is,Tywin
Tyrion,says,Tywin
Tywin,dares,Tyrion
Tywin,utters,Tyrion
Tyrion,looses,Tywin
Tywin,is,Tyrion
Tyrion,reloads,Tywin
Tywin,declares,Tyrion
Tyrion,fires,Tywin
Tyrion,leaves,Varys
Varys,realizes,Tyrion
Varys,begins,Red
Keep,hears,Tywin
Varys,heads,Tyrion
Clegane,is,Eyrie
Hound,is,Podrick
Brienne,is,Arya
Brienne,tells,Arya
Hound,accuses,Brienne
Brienne,admits,Jaime
Brienne,is,Lannisters
Brienne,implores,Arya
Brienne,is,Arya
Podrick,is,Stark
Brienne,goes,Arya
Arya,makes,Hound
Arya,rides,Vale
North,says,North
Arya,remembers,Faceless
Arya,stands,Westeros
Tywin,is,Rains
Jaime,is,Kingslayer
Tyrion,is,Tywin
Oberyn,is,Red
Pycelle,faces,Gregor
Qyburn,is,Gregor
Seven,is,Daenerys
Daenerys,is,Missandei
Men,implies,Queen
Dragons,is,Drogon
Rhaegar,is,Viserion
Drogon,is,Drogon
Tywin,makes,Hand
Hound,is,Valyrian
Arya,meets,Brienne
Arya,uses,Jaqen
Jaqen,gives,Braavosi
Tycho,means,Salladhor
Jojen,dies,Meera
Jojen,cuts,Bran
Varys,hides,Tyrion
Tyrion,Varys,Varys
Varys,Varys,Watch
Watch,is,Varys
Arryn,is,Baelish
Tyrion,exits,Hand
Varys,reminds,Tyrion
Tyrion,finds,Tywin
Tyrion,has,Jaime
Tyrion,realizes,Tower
Hand,tells,Varys
Jaime,leaves,Tyrion
Tyrion,finds,Varys
Varys,is,Tyrion
Tyrion,detours,Tower
Varys,gives,Tyrion
Tyrion,has,Varys
Jaime,is,Jaime
Tyrion,is,Bear
Varys,points,Tywin
Tywin,says,Tywin
Jaime,is,Tyrion
Keep,is,Tyrion
Tyrion,has,Tyrion
Tywin,has,Tyrion
Tyrion,is,Tyrion
Shae,makes,Tyrion
Tyrion,shades,Tyrion
Tyrion,has,Shae
Tyrion,describes,Shae
Jaime,'s,Lord
Tywin,is,Lord
Tywin,doesn’t,Tyrion
Tyrion,is,Tysha
Tysha,seems,Jaime
Elia,drives,Oberyn
Tysha,drives,Tyrion
Tyrion,is,Tyrion
Tyrion,goes,Tywin
Arya,leaves,Hound
Hound,makes,Titan
Arya,wants,Wall
Wall,is,Braavos
Arya,presents,Jaqen
Jaqen,grants,Braavos
Stannis,tells,Jon
Jon,believes,Ned
Stark,asks,Mance
Tyrion,is,Jaime
Jaime,leads,Varys
Tyrion,decides,Tower
Tywin,finds,Shae
Tyrion,strangles,Shae
Shae,goes,Tywin
Cersei,learns,Gregor
Brienne,is,Arya
Stark,is,Hound
Daenerys,chains,Rhaegal
Joffrey,is,Myrcella
Myrcella,has,Highgarden
Lannister,is,Jaime
Tyrion,holds,Tywin
Tyrion,fires,Tywin
Tyrion,fires,Tywin
Tarth,'s,Lannister
Eyrie,is,Winterfell
Tyrion,is,Kingsroad
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Snow,sends,Reek
Ramsay,presents,Greyjoy
Roose,approaches,Winterfell
Town,is,Gilly
Town,has,Castle
Sam,worries,Gilly
Sam,has,Craster
Town,has,Castle
Black,is,Mance
Worm,is,Unsullied
Meereen,notices,Missandei
Daenerys,asks,Missandei
Missandei,is,Dothraki
Dothraki,does,Grey
Worm,is,Unsullied
Missandei,does,Daenerys
Worm,comes,Missandei
Worm,tells,Jorah
Selmy,watches,Unsullied
Meereen,approaches,Hand
Jorah,is,King
Barristan,surmises,Jorah
Daenerys,demands,Jorah
Jorah,is,Tywin
Daenerys,says,Khal
Jorah,protests,Daenerys
Jorah,is,Meereen
Baelish,is,Lord
Baelish,has,Lysa
Sansa,relates,King
Sansa,gives,Littlefinger
Baelish,visits,Sansa
Sansa,has,Royce
Hound,stares,Arya
Tyrion,asks,Jaime
Jaime,thinks,Oberyn
Oberyn,stands,Jaime
Oberyn,dismisses,Tyrion
Ellaria,becomes,Mountain
Mountain,'s,Oberyn
Pycelle,begins,Tywin
Oberyn,goes,Gregor
Oberyn,taunts,Gregor
Oberyn,manages,Gregor
Oberyn,circles,Gregor
Gregor,dies,Gregor
Oberyn,stands,Gregor
Gregor,admits,Elia
Elia,gouges,Oberyn
Tywin,is,Tyrion
Oberyn,does,Jaime
Jaime,is,Cersei
Cersei,stares,Oberyn
Oberyn,is,Red
Martell,is,Sand
Tyrion,is,Orson
Missandei,has,Slaver
Bay,sells,Unsullied
Jorah,argues,Daenerys
Daenerys,says,Jorah
Houses,Houses,Vale
Royce,is,Lord
Lord,asserts,First
Stark,explains,Lord
Watch,is,Waymar
Baratheon,is,Jon
Braavos,is,Vale
Petyr,lands,Fingers
Royce,explains,Petyr
Petyr,is,House
Westeros,believes,Arya
Stark,boys,Theon
Sansa,is,Stark
Littlefinger,is,Vale
Ramsay,has,House
Gift,is,Tommen
Ramsay,is,Winterfell
Bolton,states,North
North,is,Seven
North,is,Seven
North,is,Lannisters
North,makes,Seven
Vale,is,Royce
Royce,comes,Eyrie
Littlefinger,puts,Marillion
Marillion,is,Mord
Vale,hates,Marillion
Littlefinger,is,Marillion
Royce,comes,Eyrie
Sansa,is,Alayne
Lord,recognizes,Sansa
Littlefinger,manipulates,Robin
Viper,is,Storm
Jon,learns,Mole
Oberyn,accuses,Mountain
Oberyn,wounds,Clegane
Gregor,smashes,Oberyn
Oberyn,kills,Elia
Tyrion,is,Black
Daenerys,learns,Ser
Ramsay,is,Bolton
Sansa,provides,Lord
Sansa,transforms,Alayne
Sansa,gets,Alayne
Bolton,enters,North
Gregor,pins,Oberyn
Gregor,crushes,Oberyn
Viper,is,Kingsroad
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Tywin,offers,Sam
Sam,takes,Castle
Hound,gives,Arya
Daenerys,makes,Meereen
Cersei,mourns,Joffrey
Joffrey,demands,Sansa
Jaime,enters,Cersei
Jaime,sends,Cersei
Cersei,asks,Jaime
Jaime,is,Jaime
Sansa,is,Lord
Sansa,is,Baelish
Tywin,brings,Oberyn
Tywin,promises,Oberyn
Oberyn,agrees,Tyrion
Greyjoys,is,Wall
Wall,is,Targaryen
Tywin,observes,Dornish
Oberyn,dryly,Tywin
Tywin,needs,Dornish
Tyrion,is,King
Pod,has,Tyrion
Pod,informs,Joffrey
Pod,has,Shae
Tyrion,asks,Jaime
Pod,is,Tyrion
Arya,fabricates,Hound
Arya,demands,Clegane
Joffrey,warns,Ser
Davos,begins,Shireen
Baratheon,realizes,Iron
Gilly,moves,Watch
Sam,is,Gilly
Mance,reaches,Craster
Jon,insists,Night
Naharis,dispatches,Meereen
Targaryen,assumes,Astapor
Baratheon,lies,Great
Cersei,repeats,Tyrion
Yunkai,has,Yunkai
Sam,'s,Wall
Hound,is,Twins
Twins,leads,Vale
Vale,is,Kingsroad
Arya,asks,Sandor
Sandor,is,Trident
Tywin,denies,Tyrion
Tywin,is,Baelor
Tyrion,tribesmen,Tywin
Oberyn,is,Robb
Stark,leaves,King
Red,is,Twins
Payne,tells,Tyrion
Joffrey,is,Pycelle
Cersei,is,Tyrion
Tywin,interrupts,Oberyn
Jaime,is,King
Queen,saves,Brienne
Jon,learns,Jeor
Daenerys,arrives,Meereen
Meereen,is,Daenerys
Sansa,escapes,King
Dontos,asks,Littlefinger
Cersei,asks,Tyrion
Tyrion,learns,Tywin
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Daario,entreats,Dany
Brienne,follows,Pod
Jaime,declines,Tyrion
Tyrion,requests,Jaime
Bronn,visits,Tyrion
Cersei,has,Clegane
Clegane,is,Tyrion
Tyrion,is,Oberyn
Martell,tells,Tyrion
Oberyn,tells,Tyrion
Oberyn,says,Elia
Tyrion,is,Cersei
Oberyn,tells,Tyrion
Tyrion,seeks,Tyrion
Oberyn,offers,Tyrion
Cersei,approaches,King
Gregor,asks,Cersei
Daario,visits,Daenerys
Daenerys,is,Daario
Daario,dismisses,Second
Dany,focuses,Daario
Daario,bumps,Ser
Jorah,is,Daenerys
Daenerys,tells,Jorah
Jorah,relates,Eddard
Daenerys,tells,Jorah
Selyse,speaks,Melisandre
Selyse,speaks,Melisandre
Light,goes,Selyse
Priestess,tells,Lord
Selyse,asks,Stannis
Melisandre,assures,Selyse
Thorne,sends,Castle
Jon,tries,Night
Builder,agrees,Thorne
Sandor,is,Biter
Rorge,is,Arya
Sandor,addresses,Biter
Arya,is,Sandor
Sandor,confirms,Gregor
Arya,offers,Sandor
Brienne,is,Lady
Pie,leaves,Starks
Podrick,reminds,Brienne
Brienne,is,Hot
Sansa,has,Arya
Brienne,is,Arya
Arya,has,Ned
Podrick,surmises,Arya
Arryn,is,Hound
Sansa,builds,Winterfell
Sansa,tells,Winterfell
Sansa,agrees,Robin
Sansa,slaps,Robin
Sansa,softens,Robin
Baelish,assures,Sansa
Sansa,tells,Sansa
Sansa,is,Catelyn
Catelyn,kisses,Sansa
Sansa,is,Lysa
Sansa,threatens,Petyr
Petyr,arrives,Sansa
Lysa,releases,Sansa
Petyr,assures,Lysa
Lysa,has,Petyr
Baelish,has,House
Dorne,is,Lord
Tyrion,meets,Dornish
Oberyn,says,Elia
Bronn,says,Lollys
Lollys,dies,Castle
House,is,Lollys
Bronn,has,Crownlands
Crownlands,becomes,House
House,provides,King
Pie,summarizes,Brienne
Pie,asks,Brienne
Brienne,is,Night
Stark,ends,Eyrie
Crossroads,is,Eyrie
Hound,means,Twins
Kingsroad,leads,Inn
Yarwyck,makes,Ser
Bowen,is,First
Bowen,is,Yarwyck
Arya,tells,Hound
Gregor,has,Walkers
Varys,gives,Joffrey
Arryn,is,Lysa
House,is,Sandor
Oberyn,claims,Mountain
Martell,makes,Tyrion
Old,sounds,Northern
Oberyn,'s,Westeros
Martell,visits,Tyrion
Oberyn,visits,Tyrion
Oberyn,is,Tyrion
Tyrion,is,Tyrion
Winterfell,is,Jon
Martell,tells,Tyrion
Tyrion,learns,Cersei
Martell,tells,Cersei
Oberyn,reveals,Mountain
Sansa,is,Eyrie
Eyrie,resembles,Winterfell
Littlefinger,tells,Sansa
Sansa,is,Lysa
Lysa,accuses,Petyr
Littlefinger,comes,Lysa
Littlefinger,tells,Lysa
Lysa,has,Catelyn
Stark,has,Hound
Brienne,finds,Arya
Stark,is,Hound
Daenerys,gives,Daario
Tyrion,welcomes,King
Dany,is,Meereen
Lannister,has,Stark
Jaime,is,Lannisters
Tywin,tells,Volantis
Jaime,insists,Kingsguard
Tyrion,quizzes,Bronn
Dornish,knows,Podrick
Blackmont,says,Prince
Doran,is,Sunspear
Tyrion,says,Oberyn
Baelish,is,Vale
Oberyn,hears,Rains
Oberyn,wants,Rhaenys
Oberyn,believes,Elia
Tyrion,fails,Sansa
Sansa,has,Red
Tyrion,finds,Shae
Free,'s,Varys
Cersei,has,Jaime
Qyburn,attaches,Jaime
Qyburn,asks,Cersei
Jaime,tells,Kingsguard
Kingsguard,turns,Jaime
Cersei,wounds,Jaime
Brienne,requests,Margaery
Brienne,tells,Margaery
Jaime,is,Joffrey
Meryn,is,Jaime
Jaime,is,Tyrells
Joffrey,is,Stannis
Joffrey,leafs,Book
Sansa,is,Jaime
Brienne,expects,Jaime
Jaime,is,Catelyn
Sansa,is,Dontos
Hollard,thanks,Joffrey
Tormund,chides,Jon
Styr,suggests,Tormund
Snow,has,Ygritte
Sam,has,Jon
Jon,has,Maester
Jon,admits,Qhorin
Halfhand,says,Qhorin
Slynt,dismisses,Jon
Qhorin,reacts,Jon
Jon,admits,Wall
Slynt,calls,Jon
Aemon,says,Wall
Rayder,intends,Night
Watch,gives,Mance
Aemon,realizes,Jon
Jon,ends,Jon
Jon,leaves,Thorne
Thorne,expresses,Jon
Arya,is,Hound
Arya,has,King
Hound,has,Vale
Arryn,plans,Arya
Arya,suggests,Hound
Arya,recognizes,Polliver
Polliver,has,Needle
Polliver,recognizes,Hound
Arya,is,Hound
Polliver,implies,King
Landing,invites,Hound
Polliver,says,King
Hound,leans,King
Hound,fights,Arya
Arya,takes,Needle
Arya,repeats,Needle
Arya,kills,Polliver
Daenerys,strokes,Drogon
Daenerys,tries,Drogon
Daenerys,goes,Ser
Daenerys,speaks,Missandei
Missandei,tells,Meereen
Daario,meets,Daenerys
Jorah,tells,Daenerys
Barristan,offers,Daenerys
Arya,retrieves,Needle
Polliver,finds,Stark
Stark,rebirths,Stark
Tywin,is,Freys
Tyrion,brings,Elia
Outside,has,Baelor
Aemon,explains,Targaryen
Sand,is,House
Oberyn,is,Tyrion
Tyrion,finds,Tyrion
Tyrion,is,Winterfell
Tyrion,draws,Oberyn
Brienne,is,Jaime
Jaime,is,Kingsguard
Joffrey,does,Jaime
Podrick,is,Dornish
Arya,takes,Needle
Needle,repeats,Polliver
Ser,has,Kingsguard
Tall,is,Lord
Jaime,waves,Qyburn
Stark,is,Valyrian
Tyrion,greets,Dornish
Martell,brings,Elia
Tywin,gives,Valyrian
Jaime,refuses,Lord
Jaime,looks,Book
Jon,is,Janos
Arya,kills,Lommy
Jaime,leans,Cersei
Martell,inspects,Littlefinger
Littlefinger,confronts,Lannister
Sand,looks,Tyrion
Sansa,makes,Olenna
Tyrell,disapproves,Brienne
Renly,is,Jaime
Jaime,speaks,Dontos
Hollard,gives,Arya
Arya,stands,Polliver
Inside,is,Kingsroad
Lands,is,Garden
Watch,is,Bear
Book,·,Battle
Sam,brings,Night
Jon,offers,Sam
Sam,begins,Wall
Tormund,boasts,Ygritte
Styr,replies,Ygritte
Ygritte,stares,Styr
Styr,wants,Jon
Aemon,finds,Sam
Sam,is,Maester
Aemon,guesses,Sam
Sam,wants,Gilly
Sam,is,Sam
Aemon,is,Sam
Sam,chambers,Gilly
Sam,roars,Pyp
Sam,promises,Gilly
Jon,looks,North
Tormund,has,Castle
Jon,approaches,Ser
Gilly,wants,Sam
Sam,swore,Wall
Gilly,begs,Sam
Pypar,asks,Sam
Sam,is,Sam
Pypar,asks,Walker
Sam,says,Gilly
Ygritte,spies,Castle
Grenn,drops,Wall
Alliser,blows,Castle
Pypar,is,Sam
Thorne,arrives,Wall
Wall,is,Olly
Alliser,gives,Night
Alliser,leads,Castle
Wall,is,Castle
Alliser,needs,Janos
Janos,believes,Jon
Black,rages,Night
Slynt,discovers,Gilly
Tarly,comforts,Pypar
Sam,is,Pyp
Pyp,heads,Castle
Thorne,is,Tormund
Mag,charges,Castle
Jon,sends,Grenn
Grenn,bolsters,Night
Sam,arrives,Wall
Jon,descends,Wall
Wall,enters,Styr
Styr,gets,Longclaw
Jon,begins,Jon
Jon,spits,Styr
Styr,distracts,Jon
Jon,holds,Ygritte
Jon,turns,Ygritte
Ygritte,is,Olly
Tormund,is,Jon
Eddison,notices,Forest
Tormund,continues,Castle
Jon,discusses,Sam
Sam,plans,Mance
Sam,tries,Jon
Jon,prepares,Castle
Grenn,is,Jon
Jon,remembers,Jeor
Mormont,decides,Longclaw
Sam,tells,Jon
Jon,looks,Sam
Blackwater,focuses,Castle
Landing,'s,Kingsroad
Meereen,is,Blackwater
Ygritte,tells,Jon
Jon,slows,Ygritte
Jon,is,Ygritte
Jon,is,Ygritte
Gilly,manages,Castle
Town,is,Castle
Black,is,Gilly
Samwell,kisses,Gilly
Gilly,has,Keep
Targaryen,is,Mad
Samwell,is,Castle
Aemon,works,Aemon
Samwell,is,Aemon
Aemon,is,Targaryen
Aemon,reiterates,Samwell
Jon,has,Night
Olenna,does,Targaryen
Aemon,is,Olenna
King,is,Aemon
Aegon,is,Olenna
Styr,misses,Jon
Jon,scouts,Jon
Ygritte,dies,Jon
Jon,is,Wall
Jon,goes,North
Mag,begins,Hill
Hill,tries,Grenn
Mag,charges,Castle
Hill,defends,Jon
Snow,kills,Wall
Greyjoy,prepares,Dreadfort
Ramsay,has,Myranda
Yara,learns,Theon
Theon,is,Yara
Yara,opens,Theon
Theon,is,Ramsay
Theon,tells,Yara
Yara,has,Reek
Ramsay,releases,Yara
Yara,says,Theon
Ramsay,allows,Reek
Reek,is,Ramsay
Ramsay,needs,Reek
Reek,is,Theon
Tywin,informs,Tyrion
Varys,informs,Tywin
Hound,has,Riverlands
Varys,informs,Daenerys
Jaime,has,Tyrion
Tommen,recuses,Tywin
